symbol,entry_date,exit_date,strategy,signal,strike,expiry,entry_price,exit_price,contracts,pnl,pnl_pct,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
AMZN,2026-02-18,2026-03-03,LONG_PUT,PUT,204.86,STOCK_PROXY,204.86,216.82,1,-1195.999999999998,-0.058381333593673625,0.0,-1195.999999999998,13,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-23,2026-03-03,LONG_PUT,PUT,208.56,STOCK_PROXY,208.56,216.82,1,-825.9999999999991,-0.03960490985807437,64.00000000000148,-825.9999999999991,8,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-24,2026-03-04,LONG_PUT,PUT,210.64,STOCK_PROXY,210.64,218.94,1,-830.0000000000011,-0.03940372199012539,271.9999999999999,-830.0000000000011,8,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-25,2026-03-03,LONG_PUT,PUT,207.92,STOCK_PROXY,207.92,216.82,1,-890.0000000000006,-0.04280492497114278,0.0,-890.0000000000006,6,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-03-23,2026-04-06,LONG_PUT,PUT,207.24,STOCK_PROXY,207.24,213.77,1,-653.0000000000001,-0.031509361127195525,790.0000000000006,-653.0000000000001,14,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-03-24,2026-03-26,LONG_PUT,PUT,211.71,STOCK_PROXY,211.71,199.34,1,1237.0000000000005,0.058428983042841644,1237.0000000000005,0.0,2,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-03-25,2026-04-06,LONG_PUT,PUT,207.54,STOCK_PROXY,207.54,213.77,1,-623.0000000000018,-0.030018309723426898,819.9999999999989,-623.0000000000018,12,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-03-26,2026-03-30,LONG_PUT,PUT,199.34,STOCK_PROXY,199.34,208.27,1,-893.0000000000007,-0.044797832848399756,0.0,-893.0000000000007,4,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-03-29,2026-03-30,LONG_PUT,PUT,200.95,STOCK_PROXY,200.95,208.27,1,-732.0000000000022,-0.03642697188355323,0.0,-732.0000000000022,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-04-12,2026-04-21,LONG_CALL,CALL,239.89,STOCK_PROXY,239.89,255.36,1,1547.0000000000027,0.06448789028304651,1547.0000000000027,0.0,9,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-14,2026-04-23,LONG_CALL,CALL,248.5,STOCK_PROXY,248.5,263.99,1,1549.000000000001,0.06233400402414491,1549.000000000001,-21.999999999999886,9,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-15,2026-04-23,LONG_CALL,CALL,249.7,STOCK_PROXY,249.7,263.99,1,1429.000000000002,0.05722867440929123,1429.000000000002,-141.99999999999875,8,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-16,2026-04-23,LONG_CALL,CALL,250.56,STOCK_PROXY,250.56,263.99,1,1343.0000000000007,0.053599936143039616,1343.0000000000007,-228.0000000000001,7,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-19,2026-04-23,LONG_CALL,CALL,248.28,STOCK_PROXY,248.28,263.99,1,1571.000000000001,0.06327533429998392,1571.000000000001,0.0,4,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-20,2026-04-23,LONG_CALL,CALL,249.91,STOCK_PROXY,249.91,263.99,1,1408.0000000000014,0.056340282501700666,1408.0000000000014,0.0,3,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-21,2026-04-30,LONG_CALL,CALL,255.36,STOCK_PROXY,255.36,268.26,1,1289.9999999999977,0.05051691729323299,1289.9999999999977,-28.000000000000114,9,TAKE_PROFIT,60.0,60.0,0.0,0.0,100.0
AMZN,2026-04-22,2026-04-30,LONG_CALL,CALL,255.08,STOCK_PROXY,255.08,268.26,1,1317.9999999999977,0.051670064293554877,1317.9999999999977,0.0,8,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-04-23,2026-05-07,LONG_CALL,CALL,263.99,STOCK_PROXY,263.99,272.68,1,868.9999999999998,0.03291791355733171,1100.0,-429.00000000000205,14,TIME_STOP,60.0,60.0,0.0,0.0,100.0
AMZN,2026-04-26,2026-05-05,LONG_CALL,CALL,261.12,STOCK_PROXY,261.12,274.99,1,1387.0000000000005,0.05311734068627453,1387.0000000000005,-142.0000000000016,9,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-04-27,2026-05-04,LONG_CALL,CALL,259.7,STOCK_PROXY,259.7,273.55,1,1385.0000000000023,0.05333076626877175,1385.0000000000023,0.0,7,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-04-28,2026-05-12,LONG_CALL,CALL,263.04,STOCK_PROXY,263.04,270.13,1,708.9999999999975,0.026954075425790657,1194.9999999999989,0.0,14,TIME_STOP,65.0,65.0,0.0,0.0,100.0
