component_path,state,horizon_sessions,count,accuracy,accuracy_risk_difference_vs_all_bearish,mean_directional_return,mean_return_difference_vs_all_bearish,odds_ratio_correct_vs_all_other_bearish
timeframe_states.1d.direction,STRONG_BEARISH,10,81451,0.43776012571975786,-0.0036112211584209963,-0.0450267965446422,-0.017156772123430346,0.9672796953994099
timeframe_states.1d.direction,WEAK_BEARISH,10,5484,0.4485776805251641,0.007206333646985252,-0.007609474540708723,0.02026054988050313,1.0308259121931258
timeframe_states.1d.direction,WEAK_BULLISH,10,4437,0.43385170160018033,-0.007519645277998532,-0.007672564647906981,0.020197459773304872,0.9690343766905899
timeframe_states.1d.direction,BEARISH,20,51324,0.4319226872418362,0.004758538961107839,-0.011663199743194363,0.035992549266477214,1.0305112182004998
timeframe_states.1d.direction,NEUTRAL,20,2701,0.45797852647167714,0.030814378190948788,-0.008886379367051087,0.038769369642620496,1.1358648362359127
timeframe_states.1d.direction,STRONG_BEARISH,20,81346,0.4227620288643572,-0.004402119416371142,-0.07576084674305773,-0.028105097733386153,0.9599512983406603
timeframe_states.1d.direction,WEAK_BEARISH,20,5476,0.43133674214755297,0.004172593866824614,-0.015102102874421078,0.032553646135250504,1.0179069281534419
timeframe_states.1d.direction,WEAK_BULLISH,20,4418,0.4289271163422363,0.0017629680615079413,-0.012351120665156713,0.035304628344514866,1.0075186790279507
timeframe_states.1d.confidence,80-100,5,145590,0.46133663026306754,0.0,-0.024575456973661015,0.0,
timeframe_states.1d.confidence,80-100,10,145492,0.44137134687817886,0.0,-0.027870024421211854,0.0,
timeframe_states.1d.confidence,80-100,20,145265,0.42716414828072835,0.0,-0.04765574900967158,0.0,
timeframe_states.1w.direction,BEARISH,5,27411,0.45992484768888403,-0.0014117825741835066,-0.0023749894449268277,0.022200467528734186,0.9930289935211148
timeframe_states.1w.direction,BULLISH,5,2898,0.4644582470669427,0.0031216168038751824,-0.0037596919831921526,0.020815764990468864,1.0129419957496515
timeframe_states.1w.direction,NEUTRAL,5,2988,0.464190093708166,0.0028534634450984586,-0.002498434196213808,0.022077022777447206,1.0118347022894776
