symbol,row_count,development_row_count,validation_row_count,final_holdout_row_count,nearest_destination_available_count,atr_available_count,materialization_file,materialization_sha256
MA,150,72,42,36,150,150,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MA.jsonl.gz,8c5d66dae60c73a6282be346484c2c0ef02449a8dbb1f57cf150ac9de4955bd8
MAA,304,153,60,91,304,304,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MAA.jsonl.gz,a07fff2c4d0591628608abf3f6c7cf240359c61f54476bfc85145765ec03ad1e
MAR,243,165,63,15,243,243,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MAR.jsonl.gz,b679f8559c88ad6aacebef07ff193a65cdd394040ae05d15cc091a255914c3db
MAS,361,220,80,61,361,361,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MAS.jsonl.gz,53c45e38b8cdd7f9d82f3e2ef7b12cf03115a0dfcde6acf985c184b46e7e0a59
MCD,210,117,40,53,210,210,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MCD.jsonl.gz,a832e6ac4e3a7ca85353f45f4ddc1a04311a0a1f97e8226399e5669677cbe0ea
MCHP,280,138,70,72,280,280,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MCHP.jsonl.gz,a6adbb14feb65f66e63b3d044f5d3ffb03d3e9d7417c9a52c5590be89a64b31f
MCK,230,156,56,18,230,230,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MCK.jsonl.gz,eb3bd85146734ebd3e14cd4b1763867eeb0863ab96cdc0769b4288c955fcad49
MCO,249,162,53,34,249,249,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MCO.jsonl.gz,d64f81cf6081913fb77452a53cb53647b6ec694d852a26287689a99b91951ca2
MDLZ,183,54,60,69,183,183,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MDLZ.jsonl.gz,a0d43d3185cc56e3c8eb9edb27a22beea4129f6aa37b304114ef08f02a6984e0
MDT,308,159,79,70,308,308,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MDT.jsonl.gz,f866b14e7464e1dc682ed5eca10eb9212eef744d4b88a271c156767f99858748
MELI,218,95,78,45,218,218,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MELI.jsonl.gz,fed291044ee549bda0f8c75f58749f69ab4e648baeea12d1006a219047b49815
MET,304,185,78,41,304,304,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MET.jsonl.gz,d5290661e473dc54e7ed202a02fe7c66e6580239fad0ef8abee8622393126b93
META,34,0,0,34,34,34,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/META.jsonl.gz,2031ef32f6c9b8d09ea06a26252cca5ecfcea7462ffec82ea98649c2074bf4d7
MGM,359,201,92,66,359,359,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MGM.jsonl.gz,f68a23f850a22bf7bf795621313c36c1a2beeb8da6d458b3d2e440132d6a992f
MKC,298,145,57,96,298,298,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MKC.jsonl.gz,130cbae20835f3f4b3f83deb142338f1989a7a45f0efade0c85ce9962426be5d
MLM,312,191,76,45,312,312,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MLM.jsonl.gz,e5a3a2fe49883fbca7dd08059149475db21e35949643be46d905f57dcf027376
MMM,340,160,122,58,340,340,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MMM.jsonl.gz,4eb883d5be6c6dd8500f2b99e9b1d87ec082f74d05757af1d5c115653f5e62cb
MNST,230,132,63,35,230,230,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MNST.jsonl.gz,62532ab22faff07ae6dc99efdcbd3e612a6f7ab0fc6a778bca4d6215dc1dab72
MO,298,134,110,54,297,298,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MO.jsonl.gz,bfd456c3a52425497874883a10ad730e81f0d02cf64b9fae684f88cada06a5aa
MOS,430,234,80,116,429,430,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MOS.jsonl.gz,f185dabd5a644e788dfc8eb02f3e0aec988ee2e2bec4528c1aea0c845ec5bc2d
MPC,147,47,62,38,147,147,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MPC.jsonl.gz,69cd388eda83c8258b67f36f9c10761cae4fffed1756779c22807e77165d48e6
MPWR,190,112,46,32,190,190,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MPWR.jsonl.gz,c49d930836c908a345b68ca3f078717b1cfbf9e409cd5f2351c9ba8d25659b27
MRK,303,182,59,62,303,303,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MRK.jsonl.gz,d35ad5e4a4b7623ea56d6bc7af172edd1a47d9618964908af2b757d8bc746b8b
MRNA,145,0,38,107,145,145,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MRNA.jsonl.gz,63cecfd24bc8212e8bc020779928ad41c6886830b127689e26f4ee7ff4c1d26d
MRVL,332,228,69,35,332,332,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MRVL.jsonl.gz,1808092fe6cd91ca2b56b040b1ba1ff281e3a4d93b34739a03b2d8310fbdae19
MS,289,179,79,31,289,289,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MS.jsonl.gz,a124247a69261629a7261780bc4aedbae168160bb931375a5bb138a90a58ca44
MSCI,139,43,40,56,139,139,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MSCI.jsonl.gz,5299155d9ce489f6520629ff4e4545958baeb3a8a10e8bcf6e3213d097757ee2
MSFT,274,187,41,46,274,274,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MSFT.jsonl.gz,37447663666de46971e9abae94d98bbf216cb639a3a87d98f353a264d9634b91
MSI,215,134,44,37,215,215,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MSI.jsonl.gz,33986616b091216b84bfe393880b7e2678a333535c92630de7fd7b55815d3a1c
MSTR,371,212,105,54,371,371,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MSTR.jsonl.gz,3f5d668bbef9648c9cf08f5932d3791b49d9501e020351732041a39501720f95
MTB,291,165,83,43,291,291,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MTB.jsonl.gz,ccd2096babb031b3301c35618d5f1d35feefea7e0921c6d2cb51bedec68f4a55
MTD,234,99,70,65,234,234,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MTD.jsonl.gz,cf6b5c76d90366622913fc01d2a6a1119da74ca24f393321fa9cba89f9f21fb6
MTUM,100,17,48,35,100,100,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MTUM.jsonl.gz,9c35c570aa5761533ed4c6794186fdc95d96a144188d5c80f8b1bd2590cd1417
MU,356,236,92,28,356,356,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/MU.jsonl.gz,08cf6a2a2bfa934d138c226a93f3b6d0ea117621e912b78095b019d845565b77
NBIS,3,0,0,3,3,3,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NBIS.jsonl.gz,cbeb7e7ef46e8326bfa32403a584dd9d37762d61ae23d78e22f69e462fbc91e3
NCLH,223,47,108,68,223,223,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NCLH.jsonl.gz,6f538ed25002d4ce793b0261b80d0f801c72cafe52985160c0734bcfc882a4d4
NDAQ,237,155,35,47,237,237,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NDAQ.jsonl.gz,2b37d9cec666714cceab1c5bc379c11307d29e89be32fe837dc7342e5103591c
NDSN,239,135,58,46,239,239,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NDSN.jsonl.gz,96c0b5e44096767ab7e1ec7b5e95fa1eded79ab9d77cc3db6669a6ead7839cf0
NEE,137,34,29,74,137,137,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NEE.jsonl.gz,fc1497d6cf4c49067d7ad224ae1454d32fe8ec0f2e8d70e5eed11f971a6e933d
NEM,429,289,80,60,429,429,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NEM.jsonl.gz,08529cb70f87b680a5cf95bf332792424158792dc823add3e35e62f4be86d302
NFLX,248,147,62,39,248,248,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NFLX.jsonl.gz,0642c37347e43b96e062dc4cb161a95b5badf7de292c2083a49a786cf6a12bee
NI,283,168,82,33,282,283,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NI.jsonl.gz,2590183ca1bedb7875351c73adea91060bd1b5063401e60659a7be484d5ddc5c
NKE,325,149,51,125,325,325,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NKE.jsonl.gz,666c52ddb8e30815ef6ce85eb83ac4e4c9d7883c214821b033be7a611fd110c4
NOC,227,101,63,63,227,227,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NOC.jsonl.gz,325c0f1e16cf257ac9a2a3ac010da2e4f965022dd48dfae904e444d128c2e069
NOW,135,24,60,51,135,135,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NOW.jsonl.gz,f2125c9204213c87b727edd98e19de4d01878d2cd6bcd762ef1a352ab99f7be9
NRG,326,223,65,38,326,326,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NRG.jsonl.gz,5bff34eca249141b150382447b07e7dd9377cebf39d8ddddf0b069e7c625eb79
NSC,270,156,60,54,270,270,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NSC.jsonl.gz,701e33f19276827c7bd29087417a7439addd655cb8a5377dceb0ea5481866a39
NTAP,353,226,89,38,353,353,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NTAP.jsonl.gz,9b27680a43abd813f6228b188c1b027ddd724ad1272181de89fd9676d3b18847
NTRS,288,157,89,42,288,288,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NTRS.jsonl.gz,b21fb95d806ace0e41b8adfd8443feb71e384d11ad8f01355a43a04578e5eeb4
NUE,343,211,76,56,343,343,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NUE.jsonl.gz,4ad268a4e1d491fa6024249aec96b1db9e112dee8f70af0d95b6f913e1261c7d
NVDA,230,159,56,15,230,230,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NVDA.jsonl.gz,1e68c548d481f2ed02c872daf08e7bff620901769725f31d74fa67c098e1b8f2
NVR,271,145,71,55,271,271,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NVR.jsonl.gz,577defdcd73915fd127cd1e43f699179e60827f8d3dc008979a2eb27eb779f6f
NWS,211,84,96,31,211,211,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NWS.jsonl.gz,fe16ac20ec35363e97d0e16708138447a416c3754358be37293be2a37a6d7fd5
NWSA,226,88,99,39,226,226,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NWSA.jsonl.gz,19e25a288727dae50da96760458df77b7e9c76bcdeefba433bc0d51e3ae501df
NXPI,179,45,76,58,179,179,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/NXPI.jsonl.gz,2d126c94e54ca6c618c04c713a06e1e3cc7331b300407e78d2412796ec0c0b07
O,339,184,70,85,339,339,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/O.jsonl.gz,53407faabf122494c1d0a1e447c5caeba8ce054a91d88fc86fbf5fe1b7de1b70
ODFL,230,137,37,56,230,230,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ODFL.jsonl.gz,1d0a27551a91682b987ead8f937c769b8a16174761bfd38fe3233319d7a6be2c
OIH,291,110,116,65,290,291,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/OIH.jsonl.gz,4e2597cced2478831a0ebc0714096959db54f93fdcb87550fce024ba3949c259
OKE,250,155,50,45,250,250,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/OKE.jsonl.gz,174b50b57fcca3b4bbefb31ed3f2ad8f53b68a7c18095887a032baef797ef26b
OMC,353,180,104,69,353,353,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/OMC.jsonl.gz,f07249ad7e0e27b8465ab830dfe50411b935de94009856825bbb3640299f09f7
ON,132,3,54,75,132,132,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ON.jsonl.gz,c1f4e5761d66a824cf7288cdd2f28b0f4119cb9393eae7735c2f90ce016fcd0f
ORCL,244,146,57,41,244,244,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ORCL.jsonl.gz,87c92f4d9aa640ed1c5e7627050205b479fd00e435070c6422f6a3fce088069e
ORLY,165,112,24,29,165,165,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ORLY.jsonl.gz,6e604033e070493cfe14aaed84a0d61785913cfabe5ad93ee9273fd9726dd476
OTIS,101,0,35,66,101,101,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/OTIS.jsonl.gz,8e1fdf6cfbfeac9b57456e1aa3c23f97be5aae672bd123fb4cd36c82efb66906
OXY,378,186,104,88,378,378,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/OXY.jsonl.gz,a6ca52b259911298b3ac19a4be2c7ec61ab04b464dfeddabd4f371a18fcb23c5
PANW,123,50,43,30,123,123,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PANW.jsonl.gz,970c7d09c17c07acf29706a326c6c926821454c189d405b72a96bb3af387a88a
PAYX,305,192,46,67,305,305,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PAYX.jsonl.gz,fbbdb8dfa8723cb6ff52c30b198f0e7f0011464b4ff65ced5e12b90fe195eb43
PCAR,295,195,68,32,295,295,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PCAR.jsonl.gz,a29ce6b3b49b9a1b4a1af9f35cfb8a8e80ea0632c7ad180d30e48207b613e6b0
PCG,334,169,118,47,334,334,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PCG.jsonl.gz,f3868a986ef3d541825a2ea20b3b10d7aed874062d467fc23c9a5992fd50efd6
PDD,137,0,63,74,137,137,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PDD.jsonl.gz,a9ede342369a9e8ba423dcfa6c22444c3faaeae7d74ad0afc9e6ae2128ac406b
PEG,307,190,52,65,307,307,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PEG.jsonl.gz,65a8746d01546a8e582bfb2336ae7e35687d9d682e7bbbb70b4df568f0f19648
PEP,245,114,42,89,245,245,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PEP.jsonl.gz,2e3f7fa889a8107213616f8069bdf8587fa3ed2d1cd83dfb2c479692cf7ead0e
PFE,433,236,79,118,433,433,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PFE.jsonl.gz,ed436e403f1d43bcd2fc9a3bbf668a0557d71a70a7b2d757a6a2fdebd7fc1ffc
PFG,290,160,81,49,290,290,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PFG.jsonl.gz,38177f4dd86b0fe62ed49ec81c1fa344f269637a0d94ac10d53bd22775e3979d
PG,285,165,53,67,285,285,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PG.jsonl.gz,80ae40099e06dc03b2ab96600a79a8d7d5e0671d4c77bb721e3609906bd3d6a3
PGR,265,182,36,47,265,265,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PGR.jsonl.gz,36187fedb827fb2e889cedbb8929b221d9ce30161abffeebba0d36d12fe2476e
PH,247,154,76,17,247,247,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PH.jsonl.gz,c0cba32e47bc1b815101c91152acd1b70a5580162b917a43bb5808f82738771f
PHM,354,250,69,35,354,354,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PHM.jsonl.gz,ec5d8e4df1e46061ea6f37f379c10e16ca4e1af372e03e53ddf74fe4b8e3acbd
PKG,279,153,87,39,279,279,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PKG.jsonl.gz,7e5b3f29ffc4877ce66675d19c1d10cb5a5d06f689fd046da9c590d73f156568
PLD,261,157,44,60,261,261,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PLD.jsonl.gz,691bb20840a9dbf6e476b7b47a01e67255d008c4dfa5fc93e02929a64b958e90
PLTR,68,0,44,24,68,68,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PLTR.jsonl.gz,7fc20caf45e8c8cf79a455463fb8a8e01c9e5c1abf803a7ee73252055b741f72
PM,242,106,87,49,242,242,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PM.jsonl.gz,545c05b953b5a3d31dbcc97ac7db97fec7795c80da62344fb32ed6a3e3d18fa1
PNC,274,151,81,42,274,274,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PNC.jsonl.gz,14aeb536729a6fc146ec18cfbfc05cf011d78b511f7ca5be352f3e7fce45c6e4
PNR,356,211,104,41,356,356,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PNR.jsonl.gz,ea016721edb32a02b970fe0d4c75a41a05ce860ccd2d2650e92ad87e847f467a
PNW,303,168,97,38,301,303,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PNW.jsonl.gz,aae9d3ed25b033d97a5baa31581c81a41140f6d17c495cb6c4073a8f2ab2714a
PODD,223,107,42,74,223,223,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PODD.jsonl.gz,e88ab864733d2d6578866b101fbda3933fa1c3ed0bf09f8290aea9f21afe2e15
PPG,318,155,79,84,318,318,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PPG.jsonl.gz,751d5115a7717968a1d6959b0ee455900b49a2cafbcaeec7e7f13172d6fb31c3
PPL,345,187,109,49,345,345,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PPL.jsonl.gz,18f65c06f5361d6541296cb874f698bd318a07e5d2334549c30c9690555ddfb6
PRU,320,165,84,71,320,320,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PRU.jsonl.gz,90cc5fd9ab3f05fa939b873e4fcbda092d61331b53bb39ba0efa843fa749111e
PSA,296,136,79,81,296,296,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PSA.jsonl.gz,9049559c77eaf9ca0c21c6c191deae1bd4cdc548c8ede996d1ca14a370a2d7ba
PSX,181,56,83,42,181,181,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PSX.jsonl.gz,e0bdc0334305ee20f60dc0495eaa230500653422c67e9d64dbed5dd3da71d110
PTC,154,26,75,53,154,154,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PTC.jsonl.gz,bf1e9c851516f8db7b59eaa88ee8b3124a249895572b540b75636ac6c34ece91
PWR,228,160,52,16,228,228,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PWR.jsonl.gz,507bf4a3bc2656deb791828c27d86f3a022c7a7fa781e22d99917bdd77445513
PYPL,174,2,69,103,174,174,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/PYPL.jsonl.gz,bb76f01330d2b7103a1b81904529b78bbeb2fba08c892c578974346ce4ef2bcd
QCOM,375,226,75,74,375,375,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/QCOM.jsonl.gz,96e578771c483e894b550458549c4a656a6fa9a97d74618442fb0da9b593ef88
QQQ,82,20,51,11,82,82,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/QQQ.jsonl.gz,7cd5078219593ccc0c5e421cbcf2e6344f7089da3873c7b422f6682c4fa39396
QQQM,49,0,38,11,49,49,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/QQQM.jsonl.gz,5265868ed4ad9f4e1cc2af748fe882a729804c9f6bd6f92cc0001d44726022d3
QUAL,77,15,49,13,77,77,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/QUAL.jsonl.gz,c809264185f13839c7ba0af9fe920530ede71631a1309997851e0de68227b593
RCL,341,223,93,25,341,341,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RCL.jsonl.gz,519f0ec61e6e9c18305bb163297dd63300a8a16ba8306d3c6b0eaa4445ed3c77
REG,353,206,99,48,353,353,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/REG.jsonl.gz,ef72625557f73c9475fd3a8ec5cb0950855b199d4a96ba7acacfd6c2655e5a93
REGN,300,163,81,56,300,300,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/REGN.jsonl.gz,9461b6643f6dd273f9203909c98a53b8fd5d953a812421f214a55a1d0e475658
RF,349,235,74,40,349,349,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RF.jsonl.gz,d9fb5de7bffe96d0ab4a44723dbd59cf3f55e702ccc12182016699e246d9fa0f
RJF,239,138,61,40,239,239,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RJF.jsonl.gz,5fc00e9a6a7e95cfb1187145eb8b2c95c70ab37ae592b2cfb3776a7a9c4bf6c3
RKLB,56,0,7,49,56,56,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RKLB.jsonl.gz,0373ee5fe8d525a6ace6bbb92df3c57d82948d8885dc39820f97ed17ba86606e
RL,327,217,92,18,327,327,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RL.jsonl.gz,cb59a0f693f9f3d795661cbabcbc3fb4f372f1daa0c190a1ac71093941fdf53c
RMD,264,150,47,67,264,264,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RMD.jsonl.gz,98cb835f523a5f2402cf8e5fb8e182e9693687ee603344d0588ff891dc729c0c
ROK,276,156,75,45,275,276,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ROK.jsonl.gz,00f5a61059906bfed7019a25812ac9ad945eb5f98e3fb9f4ff9084da62fd66fa
ROL,182,86,51,45,182,182,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ROL.jsonl.gz,6b5f99dd90ed15b615df4d374e00c94e461556d08af152ba3bc622c934fa7479
ROP,194,78,58,58,194,194,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ROP.jsonl.gz,4dd86b8142d7748c00c0f4cf8c88b67921669ff12202cef0caebe5200aa0184b
ROST,233,135,64,34,233,233,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ROST.jsonl.gz,95f944f492ce54789dbfc8ae157188283fe8a60e9f8e45f7644c71e9dfbb3ab6
RSG,179,111,30,38,179,179,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RSG.jsonl.gz,19eb9eea6e33e65104fa62a5b850486dfedf8f1ebf943efb4db1968a3b431cab
RSP,190,120,47,23,190,190,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/RSP.jsonl.gz,4f1fcce7c7cef4ce578a69bc61b11d2b9e4cba4f0457e9ff52fe0051480c3e1b
