symbol,sector,signal,strategy,ai_score,base_ai_score,dealer_score_adjustment,dealer_context_status,dealer_snapshot_date,institutional_positioning_score,positioning_label,gamma_regime,gamma_flip,primary_call_wall,primary_put_wall,range_probability,breakout_probability,market_structure_confidence,technical_score,greeks_score,regime_score,volatility_score,risk_score,ranking_reason,adjusted_score,final_score,portfolio_penalty,portfolio_notes,score,call_score,put_score,market_regime,close,strike,expiry,spread_pct,option_volume,open_interest,quote_timestamp,option_data_source,price_source,last_price,ask,bid,contract_ticker,option_price,delta,gamma,theta,vega,rho,volatility,dte
KRE,Unknown,CALL,LONG_CALL,82.81705464496099,77.33178203565446,5.485272609306538,FRESH,2026-07-24,37.45623949671764,MODERATELY_BEARISH,NEGATIVE_GAMMA,,80.0,71.0,35.0,75.0,90.0,70.0,57.327128142617816,100.0,100.0,100.0,"Technical=70.0 | Greeks=57.3 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=76.00; spot=75.15; target |delta|=0.45; estimated delta=0.0000; moneyness=1.13%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+5.49, confidence=90.00.",66.32705021824752,66.32705021824752,0.0,,70.0,70.0,0.0,BULL_TREND,75.1500015258789,76.0,2026-07-31,inf,172,556,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.95,1.5,0.0,O:KRE260731C00076000,0.95,0.4401369765912147,0.174874382198676,-0.06531161558435318,0.04175775710114182,0.0,0.21619677102353824,7
XOP,Unknown,CALL,LONG_CALL,82.1903806520326,78.24470285773167,3.9456777943009316,FRESH,2026-07-24,39.735096340714705,MODERATELY_BEARISH,NEGATIVE_GAMMA,,170.0,130.0,45.0,65.0,90.0,80.0,44.97881143092668,100.0,100.0,100.0,"Technical=80.0 | Greeks=45.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=170.00; spot=175.66; target |delta|=0.45; estimated delta=0.0016; moneyness=1.05%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+3.95, confidence=90.00.",67.76723510482307,67.76723510482307,0.0,,80.0,80.0,0.0,BULL_TREND,175.66000366210938,170.0,2026-07-31,0.10619469026548681,11,117,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,5.7,5.95,5.35,O:XOP260731C00170000,5.65,0.7051421064904811,0.043327668975113226,-0.20311032176199745,0.08243064548141069,0.0,0.3315975219726574,7
XLF,Unknown,CALL,LONG_CALL,81.04071339400144,77.06086009604438,3.97985329795706,FRESH,2026-07-24,36.796295804194536,MODERATELY_BEARISH,NEGATIVE_GAMMA,,55.0,50.0,45.0,65.0,90.0,65.0,64.24344038417752,100.0,100.0,100.0,"Technical=65.0 | Greeks=64.2 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=56.50; spot=55.83; target |delta|=0.45; estimated delta=0.0000; moneyness=2.10%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+3.98, confidence=90.00.",66.57640071473199,66.57640071473199,0.0,,65.0,65.0,0.0,BULL_TREND,55.83000183105469,56.5,2026-07-31,0.14285714285714285,801,5525,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.45,0.45,0.39,O:XLF260731C00056500,0.42000000000000004,0.45114465577715296,0.322449609604144,-0.03652521600532453,0.03110453613927775,0.0,0.15815214831197555,7
ABBV,Unknown,CALL,LONG_CALL,80.58388276405185,76.09687530520378,4.48700745884807,FRESH,2026-07-24,40.01875469019936,NEUTRAL,NEGATIVE_GAMMA,,250.0,220.0,35.0,75.0,90.0,65.0,60.38750122081514,100.0,100.0,100.0,"Technical=65.0 | Greeks=60.4 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=260.00; spot=256.92; target |delta|=0.45; estimated delta=0.0004; moneyness=1.20%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.49, confidence=90.00.",65.19693554196233,65.19693554196233,0.0,,65.0,65.0,0.0,BULL_TREND,256.9200134277344,260.0,2026-07-31,0.025531914893617082,737,775,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,5.9,5.95,5.8,O:ABBV260731C00260000,5.875,0.4916129892727455,0.025831995325880597,-0.4513612847371452,0.14274719903508373,0.0,0.4353960402229876,7
VLO,Unknown,CALL,LONG_CALL,79.79194458830248,79.00476717204914,0.7871774162533463,FRESH,2026-07-24,39.8683901827502,MODERATELY_BEARISH,NEGATIVE_GAMMA,,320.0,280.0,35.0,75.0,90.0,80.0,60.01906868819656,100.0,70.0,100.0,"Technical=80.0 | Greeks=60.0 | Regime=100.0 | Volatility=70.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=310.00; spot=305.26; target |delta|=0.45; estimated delta=0.0014; moneyness=1.55%. | expiration_mode=automatic; selected_dte=14. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+0.79, confidence=90.00.",73.63294227442174,73.63294227442174,0.0,,80.0,80.0,0.0,BULL_TREND,305.260009765625,310.0,2026-08-07,0.11764705882352941,1442,320,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,8.1,9.0,8.0,O:VLO260807C00310000,8.5,0.42493704017137934,0.013848432552812985,-0.40672040257249586,0.2378486889188852,0.0,0.4801213907768683,14
XLI,Unknown,CALL,LONG_CALL,79.26846059433018,72.89466054236087,6.373800051969308,FRESH,2026-07-24,38.9701102045045,MODERATELY_BEARISH,NEGATIVE_GAMMA,,180.0,165.0,35.0,75.0,90.0,65.0,47.5786421694435,100.0,100.0,100.0,"Technical=65.0 | Greeks=47.6 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=184.00; spot=181.94; target |delta|=0.45; estimated delta=0.0000; moneyness=1.68%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+6.37, confidence=90.00.",60.50447199605082,60.50447199605082,0.0,,65.0,65.0,0.0,BULL_TREND,181.94000244140625,184.0,2026-07-31,inf,34,174,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.21,2.85,0.0,O:XLI260731C00184000,1.21,0.4053969743453173,0.0791033569537384,-0.14265418479523567,0.10128643407460414,0.0,0.19515713937125384,7
CI,Unknown,CALL,LONG_CALL,79.06346218318025,74.46111428371988,4.602347899460369,FRESH,2026-07-24,40.585440342403125,NEUTRAL,NEGATIVE_GAMMA,,260.0,250.0,35.0,75.0,90.0,60.0,61.844457134879534,100.0,100.0,100.0,"Technical=60.0 | Greeks=61.8 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=290.00; spot=286.29; target |delta|=0.45; estimated delta=0.2226; moneyness=1.30%. | expiration_mode=automatic; selected_dte=35. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.60, confidence=90.00.",62.981049681934074,62.981049681934074,0.0,,60.0,60.0,10.0,BULL_TREND,286.2900085449219,290.0,2026-08-28,0.18050541516245489,100,100,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,14.85,15.1,12.6,O:CI260828C00290000,13.85,0.5013466344035472,0.010824578306896012,-0.21764713149649187,0.352427189806927,0.0,0.4189480177600398,35
DE,Unknown,CALL,LONG_CALL,74.63044505338634,69.66120489044201,4.9692401629443355,FRESH,2026-07-24,40.2384193016251,NEUTRAL,NEGATIVE_GAMMA,,700.0,600.0,35.0,75.0,90.0,65.0,34.64481956176802,100.0,100.0,100.0,"Technical=65.0 | Greeks=34.6 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=575.00; spot=610.02; target |delta|=0.45; estimated delta=0.0000; moneyness=1.64%. | expiration_mode=automatic; selected_dte=14. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.97, confidence=90.00.",56.252361498685,56.252361498685,0.0,,65.0,65.0,0.0,BULL_TREND,610.02001953125,575.0,2026-08-07,0.1338028169014085,124,124,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,24.5,60.6,53.0,O:DE260807C00575000,56.8,0.8788867347955578,0.00406738551529556,-0.3974924212669211,0.20526102968357687,0.0,0.4088526235504948,14
LQD,Unknown,PUT,LONG_PUT,72.75897214476194,76.88140929373509,-4.122437148973152,FRESH,2026-07-24,41.62956948166193,NEUTRAL,NEGATIVE_GAMMA,,110.0,107.0,45.0,65.0,90.0,65.0,87.52563717494036,100.0,40.0,100.0,"Technical=65.0 | Greeks=87.5 | Regime=100.0 | Volatility=40.0 | Risk=100.0 | Signal aligned with market regime. | Greeks are in preferred range. | Target-delta strike=106.50; spot=106.26; target |delta|=0.45; estimated delta=0.0000; moneyness=-1.19%. | expiration_mode=automatic; selected_dte=35. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=-4.12, confidence=90.00.",75.61811301970569,75.61811301970569,0.0,,65.0,0.0,65.0,BEAR_TREND,106.26000213623047,106.5,2026-08-28,0.10909090909090897,107,107,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.76,1.16,1.04,O:LQD260828P00106500,1.1,-0.5490257902417973,0.17198258313643652,-0.014701289906146962,0.1292403466882832,0.0,0.07041837991442793,35
BIIB,Unknown,CALL,LONG_CALL,66.16841704870245,61.36568360798477,4.802733440717674,FRESH,2026-07-24,40.31247750276649,NEUTRAL,NEGATIVE_GAMMA,,210.0,180.0,45.0,65.0,90.0,60.0,21.462734431939083,100.0,70.0,100.0,"Technical=60.0 | Greeks=21.5 | Regime=100.0 | Volatility=70.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=235.00; spot=200.62; target |delta|=0.45; estimated delta=0.0001; moneyness=2.18%. | expiration_mode=automatic; selected_dte=14. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.80, confidence=90.00.",44.15702725952522,44.15702725952522,0.0,,60.0,60.0,10.0,BULL_TREND,200.6199951171875,235.0,2026-08-07,inf,16,107,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.5,2.55,0.0,O:BIIB260807C00235000,1.5,0.05945418699041819,0.006282916969257084,-0.08062339928671403,0.04470665695266324,0.0,0.4752179115848031,14
